datetime,house_type,price,acreage,address,district,city,bedrooms,wc,price 2,price 3,wc 2,bedrooms 2,floors,floors 2,property age,latitude,longitude,hospital,supermarket,school,park,amenities_rating
2023-04-12 09:05:27,Nhà mặt phố,40.2,60.0,"Quận 3, TP Hồ Chí Minh",Quận 3,TP Hồ Chí Minh,,,40.2,40.2,,,6.0,6.0,60,10.77875265,106.6870307478091,False,False,False,False,0
2023-04-09 10:49:15,Nhà riêng,4.0,,"Thanh Xuân, Hà Nội",Thanh Xuân,Hà Nội,,,4.0,4.0,,,,,63,20.9936873,105.8143014,True,True,True,False,4
2023-04-09 10:47:15,Nhà riêng,3.75,,"Thanh Xuân, Hà Nội",Thanh Xuân,Hà Nội,,,3.75,3.75,,,,,63,20.9936873,105.8143014,True,True,True,False,4
2023-04-08 11:30:46,Nhà riêng,1.95,20.0,"Phố chợ Khâm Thiên, Đống Đa, Hà Nội",Đống Đa,Hà Nội,3.0,3.0,2.0,1.95,,2.0,5.0,,64,21.015036,105.8300542,False,False,False,False,0
2023-04-08 11:32:08,Nhà riêng,4.4,35.0,"Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,Hà Nội,3.0,4.0,4.4,4.4,,3.0,5.0,,64,21.0477677,105.7508232,False,False,True,False,1
2023-04-08 11:42:26,Nhà riêng,3.3,,"Tân Bình, TP Hồ Chí Minh",Tân Bình,TP Hồ Chí Minh,,,3.3,3.3,,,,,64,10.7976722,106.66523106900442,False,False,False,False,0
2023-04-08 12:00:43,Nhà riêng,5.8,30.0,"Tân Phú, TP Hồ Chí Minh",Tân Phú,TP Hồ Chí Minh,3.0,3.0,5.8,5.8,3.0,4.0,3.0,3.0,64,10.727068,106.7261695,False,True,True,True,3
2023-04-08 12:47:49,Nhà riêng,4.7,,"Tân Bình, TP Hồ Chí Minh",Tân Bình,TP Hồ Chí Minh,,,4.7,4.7,,,,,64,10.7976722,106.66523106900442,False,False,False,False,0
2023-04-08 13:20:50,Nhà riêng,4.7,,"Tân Bình, TP Hồ Chí Minh",Tân Bình,TP Hồ Chí Minh,,,4.7,4.7,,,,,64,10.7976722,106.66523106900442,False,False,False,False,0
2023-04-08 13:33:59,Nhà riêng,10.2,65.0,"Hai Bà Trưng, Hà Nội",Hai Bà Trưng,Hà Nội,,,10.2,10.2,,,6.0,,64,21.012198,105.8552245,True,True,True,True,5
2023-04-08 13:54:21,Nhà riêng,16.9,131.0,"Đường Dương Đình Hội, phường Phước Long B, Q9, Quận 9, TP Hồ Chí Minh",Quận 9,TP Hồ Chí Minh,3.0,4.0,16.9,16.9,,,3.0,3.0,64,10.8311346,106.7715507,False,False,False,False,0
2023-04-08 14:31:31,Nhà riêng,4500000.0,78.0,"Thủ Đức, TP Hồ Chí Minh",Thủ Đức,TP Hồ Chí Minh,2.0,,4.0,4.0,,2.0,,,64,10.8298295,106.7617899,False,False,False,False,0
2023-04-08 14:47:28,Nhà mặt phố,6.4,100.0,"Từ Sơn, Bắc Ninh",Từ Sơn,Bắc Ninh,,,,,,,,,64,21.113309,105.9568611,True,False,True,False,3
2023-04-08 14:48:32,Nhà riêng,7.5,51.0,"Lạc Long Quân, P.8, Tân Bình, TP Hồ Chí Minh",Tân Bình,TP Hồ Chí Minh,4.0,4.0,7.5,6.0,,4.0,3.0,5.0,64,10.7798633,106.649927,True,False,True,False,3
2023-04-08 15:16:49,Nhà riêng,8.3,50.0,"Thành phố Hồ Chí Minh, Quận 11, TP Hồ Chí Minh",Quận 11,TP Hồ Chí Minh,5.0,,8.3,,,5.0,4.0,5.0,64,10.7704304,106.650936,False,False,True,False,1
2023-04-08 15:21:09,Nhà riêng,8.3,50.0,"Thành phố Hồ Chí Minh, Quận 11, TP Hồ Chí Minh",Quận 11,TP Hồ Chí Minh,5.0,,8.3,,,5.0,4.0,5.0,64,10.7704304,106.650936,False,False,True,False,1
2023-04-08 15:48:16,Nhà riêng,6.6,63.0,"Quận 7, TP Hồ Chí Minh",Quận 7,TP Hồ Chí Minh,5.0,3.0,,,,,,,64,10.7377548,106.72971280655216,True,True,True,True,5
2023-04-08 15:57:49,Nhà riêng,8.7,151.0,"Đường Số 38, Phường Hiệp Bình Chánh, Quận Thủ Đức, TP HCM, TP Hồ Chí Minh",Thủ Đức,TP Hồ Chí Minh,4.0,4.0,8.7,10.0,4.0,4.0,3.0,3.0,64,10.8298295,106.7617899,False,False,False,False,0
2023-04-08 16:12:42,Nhà mặt phố,6.79,38.0,"Quận 7, TP Hồ Chí Minh",Quận 7,TP Hồ Chí Minh,3.0,2.0,,,,,,,64,10.7377548,106.72971280655216,True,True,True,True,5
2023-04-08 17:26:25,Nhà riêng,6.15,46.0,"Thanh Xuân, Hà Nội",Thanh Xuân,Hà Nội,3.0,,6.15,6.15,,1.0,4.0,,64,20.9936873,105.8143014,True,True,True,False,4
2023-04-08 17:42:04,Nhà mặt phố,4100000.0,,"Thủ Đức, TP Hồ Chí Minh",Thủ Đức,TP Hồ Chí Minh,3.0,2.0,4.1,4.0,2.0,3.0,3.0,3.0,64,10.8298295,106.7617899,False,False,False,False,0
2023-04-08 19:53:26,Nhà riêng,2.3,70.0,"Thành phố Đà Nẵng, Thanh Khê, Đà Nẵng",Thanh Khê,Đà Nẵng,3.0,2.0,2.0,,,,,,64,16.071795950000002,108.20920548707868,False,False,False,False,0
2023-04-08 20:34:35,Nhà riêng,4.29,57.0,"Thành  phố Hồ Chí Minh, Quận 9, TP Hồ Chí Minh",Quận 9,TP Hồ Chí Minh,2.0,,4.29,4.29,,2.0,2.0,2.0,64,10.7704304,106.650936,False,False,True,False,1
2023-04-08 20:55:26,Nhà riêng,17.9,260.0,"Thành phố Hồ Chí Minh, Bình Thạnh, TP Hồ Chí Minh",Bình Thạnh,TP Hồ Chí Minh,9.0,,17.9,17.9,,9.0,3.0,,64,10.7704304,106.650936,False,False,True,False,1
2023-04-08 21:13:41,Nhà mặt phố,5.7,52.0,"Yên Lộ Yên Nghĩa, Hà Đông, Hà Nội",Hà Đông,Hà Nội,6.0,5.0,5.7,5.7,2.0,2.0,6.0,,64,20.94981825,105.74845441682513,False,False,True,False,1
2023-04-08 22:04:45,Nhà riêng,2.9,35.0,"Quận Hà Đông, Hà Nội",Hà Đông,Hà Nội,,,,,,,4.0,4.0,64,20.9489705,105.745567,False,False,True,False,1
2023-04-08 22:14:57,Nhà riêng,14.2,82.0,"78A, Dương Bá Trạc, Quận 8, TP Hồ Chí Minh",Quận 8,TP Hồ Chí Minh,4.0,,14.2,14.2,,4.0,3.0,5.0,64,10.7441878,106.6888926,True,True,True,True,5
2023-04-08 23:01:11,Nhà riêng,4.05,,"Hoàng Mai, Hà Nội",Hoàng Mai,Hà Nội,,,4.05,,,,,,64,20.9755354,105.85744654567378,False,True,True,True,3
2023-04-08 23:05:34,Nhà riêng,3.0,,"Thanh Xuân, Hà Nội",Thanh Xuân,Hà Nội,,,3.0,3.0,,,,,64,20.9936873,105.8143014,True,True,True,False,4
2023-04-08 23:48:16,Nhà riêng,3750000.0,80.0,"Đà Nẵng, Sơn Trà, Đà Nẵng",Sơn Trà,Đà Nẵng,2.0,2.0,3.75,,2.0,2.0,2.0,,64,16.05724665,108.2315909240046,False,False,False,False,0
2023-04-09 06:26:55,Nhà riêng,2.9,,"Tân Bình, TP Hồ Chí Minh",Tân Bình,TP Hồ Chí Minh,2.0,,2.95,2.95,,2.0,2.0,,64,10.7976722,106.66523106900442,False,False,False,False,0
2023-04-09 07:48:53,Nhà riêng,2.9,,"Tân Bình, TP Hồ Chí Minh",Tân Bình,TP Hồ Chí Minh,2.0,,2.9,2.9,,2.0,2.0,,64,10.7976722,106.66523106900442,False,False,False,False,0
2023-04-09 08:06:13,Nhà riêng,3.9,60.0,"Đường Làng tăng phú, q9, Quận 9, TP Hồ Chí Minh",Quận 9,TP Hồ Chí Minh,2.0,2.0,3.9,3.9,2.0,2.0,2.0,2.0,64,10.8311346,106.7715507,False,False,False,False,0
2023-04-09 08:56:11,Nhà riêng,4.5,45.0,"Hai Bà Trưng, Hà Nội",Hai Bà Trưng,Hà Nội,3.0,4.0,,,,,,,63,21.012198,105.8552245,True,True,True,True,5
2023-04-09 09:35:58,Nhà mặt phố,16.35,90.0,"CityLand, Gò Vấp, TP Hồ Chí Minh",Gò Vấp,TP Hồ Chí Minh,5.0,5.0,16.35,16.35,5.0,5.0,4.0,,63,10.8284812,106.68096142555356,False,False,False,False,0
2023-04-09 09:38:16,Nhà mặt phố,6.5,25.0,"Hoàng Văn Thụ, Phú Nhuận, TP Hồ Chí Minh",Phú Nhuận,TP Hồ Chí Minh,3.0,4.0,6.5,6.5,4.0,3.0,,,63,10.7993315,106.6775641,False,False,False,False,0
2023-04-09 09:40:58,Nhà riêng,10.8,60.0,"Nguyễn Công Hoan, Phú Nhuận, TP Hồ Chí Minh",Phú Nhuận,TP Hồ Chí Minh,3.0,4.0,10.8,10.8,4.0,3.0,,,63,10.7989829,106.6904123,False,False,True,False,1
2023-04-06 15:03:39,Nhà mặt phố,4.0,60.0,"Thủ Đức., Quận 9, TP Hồ Chí Minh",Quận 9,TP Hồ Chí Minh,3.0,2.0,4.0,,2.0,3.0,2.0,2.0,66,10.8197942,106.7710382,False,False,False,False,0
2023-04-06 15:15:28,Nhà riêng,2.9,42.0,"HẺM 5 ,F7, BÌNH THẠNH, TP Hồ Chí Minh",Bình Thạnh,TP Hồ Chí Minh,1.0,1.0,2.9,2.9,,,2.0,,66,10.8491392,106.762723,True,True,True,True,5
2023-04-06 15:16:46,Nhà riêng,3.95,108.0,"HCM, Hóc Môn, TP Hồ Chí Minh",Hóc Môn,TP Hồ Chí Minh,2.0,,,,,2.0,2.0,,66,10.8461538,106.5338297,False,False,False,False,0
2023-04-06 15:24:10,Nhà mặt phố,41.0,190.0,"HH4 mặt phố Lưu Khánh Đàm, khu đô thị Việt Hưng, Long Biên, Hà Nội",Long Biên,Hà Nội,6.0,5.0,41.0,41.0,,,4.0,4.0,66,21.0257066,105.8921527,False,True,True,False,2
2023-04-06 15:29:49,Nhà riêng,3.9,53.0,"hẻm XVNT, phường 21, Bình Thạnh, TP Hồ Chí Minh",Bình Thạnh,TP Hồ Chí Minh,2.0,2.0,3.9,3.9,2.0,2.0,2.0,,66,10.8041602,106.5878711,False,True,True,True,3
2023-04-06 15:34:25,Nhà riêng,3.45,30.0,"Ngõ 48 đường Ngô Gia Tự, Quận Long Biên, Hà Nội",Long Biên,Hà Nội,3.0,4.0,3.45,3.45,,,5.0,5.0,66,21.0257066,105.8921527,False,True,True,False,2
2023-04-06 15:36:13,Nhà mặt phố,22.0,62.0,"Nguyễn Đình Hoàn, Cầu Giấy , Hà Nội.",Cầu Giấy,Hà Nội,6.0,,22.62,,,,7.0,,66,21.0430923,105.805327,True,True,True,True,5
2023-04-06 15:59:03,Nhà riêng,4.6,30.0,"Hà Đông, Hà Nội",Hà Đông,Hà Nội,4.0,3.0,4.6,4.6,,,5.0,,66,20.9702189,105.7749566,True,True,True,True,5
2023-04-06 16:01:53,Nhà riêng,0.4,75.0,"Hóc Môn, TP Hồ Chí Minh",Hóc Môn,TP Hồ Chí Minh,2.0,2.0,,,2.0,2.0,4.0,2.0,66,10.878345,106.57635314823771,False,False,True,False,1
2023-04-06 16:03:37,Nhà mặt phố,10.5,52.0,"Ba Vân, P.14, Tân Bình, TP Hồ Chí Minh",Tân Bình,TP Hồ Chí Minh,3.0,3.0,10.5,,,3.0,3.0,3.0,66,10.7967154,106.6393569,False,True,True,True,3
2023-04-06 16:13:08,Nhà riêng,5.0,,"Tân Phú, TP Hồ Chí Minh",Tân Phú,TP Hồ Chí Minh,3.0,,5.0,5.0,,3.0,2.0,2.0,66,10.727068,106.7261695,False,True,True,True,3
2023-04-06 16:13:08,Nhà riêng,5.0,,"Tân Phú, TP Hồ Chí Minh",Tân Phú,TP Hồ Chí Minh,3.0,,5.0,5.0,,3.0,2.0,2.0,66,10.727068,106.7261695,False,True,True,True,3
2023-04-06 16:40:23,Nhà riêng,3.3,75.0,"Trần Thị Hè - Hiệp Thành - Quận 12, TP Hồ Chí Minh",Quận 12,TP Hồ Chí Minh,2.0,1.0,3.3,3.0,,,,,66,10.86141075,106.66420925636412,False,False,True,False,1
2023-04-06 16:40:24,Nhà riêng,12.95,180.0,"Thành phố Hồ Chí Minh, Phú Nhuận, TP Hồ Chí Minh",Phú Nhuận,TP Hồ Chí Minh,,,12.0,12.0,,,,,66,10.8091082,106.6741418,False,True,True,True,3
2023-04-06 17:17:36,Nhà riêng,5.2,34.0,"Tây Hồ, Hà Nội",Tây Hồ,Hà Nội,3.0,4.0,5.2,5.2,,,6.0,,66,21.0684153,105.82394208853756,True,True,True,True,5
2023-04-06 17:22:57,Nhà mặt phố,12.89,140.0,"Thành phố Hồ Chí Minh, Phú Nhuận, TP Hồ Chí Minh",Phú Nhuận,TP Hồ Chí Minh,,,12.0,12.0,,,,,66,10.8091082,106.6741418,False,True,True,True,3
2023-04-06 18:00:38,Nhà riêng,8.0,64.0,"Thành phố Hồ Chí Minh, Quận 8, TP Hồ Chí Minh",Quận 8,TP Hồ Chí Minh,6.0,5.0,8.0,8.0,5.0,6.0,4.0,5.0,66,10.7374562,106.656121,False,False,True,False,1
2023-04-06 19:18:32,Nhà riêng,7.15,45.0,"Quang Trung, Gò Vấp, TP Hồ Chí Minh",Gò Vấp,TP Hồ Chí Minh,4.0,3.0,7.15,,,4.0,5.0,5.0,66,10.8419232,106.6436252,False,False,True,False,1
2023-04-06 21:00:43,Nhà riêng,5.5,63.0,"Thành  phố Hồ Chí Minh, Thủ Đức, TP Hồ Chí Minh",Thủ Đức,TP Hồ Chí Minh,3.0,,5.5,5.5,,3.0,2.0,,66,10.8311346,106.7715507,False,False,False,False,0
2023-04-06 21:00:43,Nhà riêng,5.5,63.0,"Thành  phố Hồ Chí Minh, Thủ Đức, TP Hồ Chí Minh",Thủ Đức,TP Hồ Chí Minh,3.0,,5.5,5.5,,3.0,2.0,,66,10.8311346,106.7715507,False,False,False,False,0
2023-04-06 21:44:31,Nhà mặt phố,3290.0,100.0,"Y Moal, Buôn Ma Thuột, Đắk Lắk",Buôn Ma Thuột,Đắk Lắk,3.0,3.0,3.29,3.29,3.0,3.0,,,66,12.6921651,108.0637031,False,False,False,False,0
2023-04-06 22:31:17,Nhà riêng,9.0,,"Quận 8, TP Hồ Chí Minh",Quận 8,TP Hồ Chí Minh,4.0,,9.0,9.0,,4.0,3.0,3.0,66,10.7220335,106.62949387003158,False,False,True,False,1
2023-04-06 22:37:45,Nhà riêng,8.3,78.0,"Quang Trung, Gò Vấp, TP Hồ Chí Minh",Gò Vấp,TP Hồ Chí Minh,5.0,5.0,8.3,,5.0,5.0,4.0,4.0,66,10.8419232,106.6436252,False,False,True,False,1
2023-04-06 22:58:07,Nhà riêng,0.33,40.0,"Chư Păh, Gia Lai",Chư Păh,Gia Lai,2.0,1.0,0.33,0.33,1.0,2.0,,,66,14.2220755,107.9710744680212,False,False,False,False,0
2023-04-07 05:13:30,Nhà mặt phố,23.8,60.0,"Nguyễn Chí Thanh, Đống Đa, Hà Nội",Đống Đa,Hà Nội,,,23.8,23.8,,,4.0,4.0,66,21.0233951,105.8089129,False,False,False,False,0
2023-04-07 09:48:07,Nhà riêng,0.4,45.0,"Hóc Môn tphcm, TP Hồ Chí Minh",Hóc Môn,TP Hồ Chí Minh,1.0,,0.4,,,1.0,,,65,10.878345,106.57635314823771,False,False,True,False,1
2023-04-07 09:57:12,Nhà riêng,2.2,22.0,"Đường Khương Trung, Thanh Xuân, Hà Nội",Thanh Xuân,Hà Nội,3.0,,2.0,2.0,,1.0,5.0,,65,20.9936873,105.8143014,True,True,True,False,4
2023-04-07 10:00:36,Nhà mặt phố,4500000.0,82.0,"Thủ Đức, TP Hồ Chí Minh",Thủ Đức,TP Hồ Chí Minh,2.0,2.0,4.5,4.5,2.0,2.0,2.0,2.0,65,10.8298295,106.7617899,False,False,False,False,0
2023-04-07 10:05:21,Nhà riêng,4.85,56.0,"Gò Vấp, TP Hồ Chí Minh",Gò Vấp,TP Hồ Chí Minh,2.0,2.0,4.85,4.85,2.0,2.0,2.0,,65,10.8440568,106.6403038,False,False,True,False,1
2023-04-07 10:06:43,Nhà riêng,4.7,50.0,"Ba Đình, Hà Nội",Ba Đình,Hà Nội,2.0,2.0,4.7,,1.0,2.0,1.0,,65,21.03713945,105.83587847363592,True,True,True,True,5
2023-04-07 10:13:08,Nhà riêng,7.0,56.0,"Gò Vấp, TP Hồ Chí Minh",Gò Vấp,TP Hồ Chí Minh,7.0,7.0,7.0,0.035,7.0,7.0,5.0,,65,10.8440568,106.6403038,False,False,True,False,1
2023-04-07 10:58:08,Nhà mặt phố,4700000.0,67.0,"Thủ Đức, TP Hồ Chí Minh",Thủ Đức,TP Hồ Chí Minh,2.0,,4.7,4.7,,2.0,,,65,10.8298295,106.7617899,False,False,False,False,0
2023-04-07 11:13:01,Nhà mặt phố,2.1,182.0,"QL1A,XÃ THÂN CỬU NGHĨA, HUYỆN CHÂU THÀNH, TỈNH TIỀN GIANG",Châu Thành,Tiền Giang,3.0,3.0,2.1,2.1,3.0,3.0,2.0,2.0,65,10.4215052,106.27227425078098,False,False,False,False,0
2023-04-07 12:12:57,Nhà riêng,3.4,100.0,"Thành phố Hồ Chí Minh, Quận 9, TP Hồ Chí Minh",Quận 9,TP Hồ Chí Minh,,,3.4,3.4,,,,,65,10.7704304,106.650936,False,False,True,False,1
2023-04-07 12:25:42,Nhà riêng,3.22,,"Hồng Bàng, Hải Phòng",Hồng Bàng,Hải Phòng,4.0,,3.22,3.22,,4.0,4.0,4.0,65,20.8763328,106.64442867897044,True,False,True,True,4
2023-04-07 13:21:21,Nhà riêng,17.0,90.0,"Bùi Tá Hán, P. An Phú, TP.Thủ  Đức, TP.HCM., Quận 2, TP Hồ Chí Minh",Quận 2,TP Hồ Chí Minh,5.0,5.0,17.0,17.0,,5.0,4.0,4.0,65,10.76849385,106.68429499199416,True,True,True,True,5
2023-04-07 13:49:57,Nhà riêng,2.95,72.0,"Biên Hòa, Đồng Nai",Biên Hòa,Đồng Nai,2.0,2.0,2.95,,2.0,2.0,,,65,10.9509538,106.8226134,True,False,True,True,4
2023-04-07 14:01:25,Nhà mặt phố,24.0,132.0,"Đường Điện Biên Phủ, P15, Bình Thạnh hcm, TP Hồ Chí Minh",Bình Thạnh,TP Hồ Chí Minh,7.0,8.0,26.0,26.0,8.0,7.0,,,65,10.7978398,106.721431,False,False,True,False,1
2023-04-07 14:08:14,Nhà mặt phố,17.5,87.0,"Đường Trần Xuân Soạn, p.Tân Kiểng, Q7, hcm, Quận 7, TP Hồ Chí Minh",Quận 7,TP Hồ Chí Minh,3.0,3.0,,,,,3.0,3.0,65,10.7377548,106.72971280655216,True,True,True,True,5
2023-04-07 14:09:20,Nhà mặt phố,4192.0,80.0,"EcoGarden Hue, Huế, Thừa Thiên Huế",Huế,Thừa Thiên Huế,3.0,3.0,,,,,,,65,16.4639321,107.5863388,True,True,True,True,5
2023-04-07 14:18:20,Nhà riêng,5.9,85.0,"Thành  phố Hồ Chí Minh, Quận 9, TP Hồ Chí Minh",Quận 9,TP Hồ Chí Minh,,,5.9,5.9,,,,,65,10.7704304,106.650936,False,False,True,False,1
2023-04-07 14:19:31,Nhà mặt phố,2.53,61.0,"tân phước khánh 32, Tân Uyên, Bình Dương",Tân Uyên,Bình Dương,3.0,3.0,2.525,2.525,,,2.0,2.0,65,10.9990275,106.7242212,False,False,False,False,0
2023-04-07 14:22:54,Nhà riêng,13.0,50.0,"Trần Quốc Hoàn, Cầu Giấy, Hà Nội",Cầu Giấy,Hà Nội,5.0,5.0,13.5,,,5.0,5.0,,65,21.0421988,105.78380305140436,True,True,True,True,5
2023-04-07 14:48:51,Nhà mặt phố,10.24,97.5,"Quận 10, TP Hồ Chí Minh",Quận 10,TP Hồ Chí Minh,,,10.0,10.24,,,3.0,3.0,65,10.7726536,106.66821544343898,False,False,True,False,1
2023-04-07 14:49:30,Nhà mặt phố,2.53,61.0,"Tân Uyên, Bình Dương",Tân Uyên,Bình Dương,3.0,3.0,2.525,2.525,,,2.0,2.0,65,11.0600684,106.795688,False,False,True,False,1
2023-04-07 14:51:00,Nhà mặt phố,4.64,79.8,"Quận 10, TP Hồ Chí Minh",Quận 10,TP Hồ Chí Minh,,,4.64,4.64,,,2.0,2.0,65,10.7726536,106.66821544343898,False,False,True,False,1
2023-04-07 15:17:20,Nhà riêng,3450000.0,76.0,"Huế, Thừa Thiên Huế",Huế,Thừa Thiên Huế,3.0,3.0,3.4,3.4,3.0,3.0,2.0,2.0,65,16.4639321,107.5863388,True,True,True,True,5
2023-04-07 15:17:30,Nhà riêng,2.15,22.0,"Phố Tôn Thất Tùng, Đống Đa, Hà Nội",Đống Đa,Hà Nội,4.0,4.0,2.0,2.15,,3.0,4.0,4.0,65,21.0005756,105.8289804,True,True,True,True,5
2023-04-07 15:46:16,Nhà riêng,6.6,90.0,"90/66, Quận 12, TP Hồ Chí Minh",Quận 12,TP Hồ Chí Minh,,,6.6,6.6,,,4.0,4.0,65,10.86141075,106.66420925636412,False,False,True,False,1
2023-04-07 15:49:24,Nhà riêng,1750000.0,50.0,"Huế, Thừa Thiên Huế",Huế,Thừa Thiên Huế,2.0,1.0,1.75,1.75,,,,,65,16.4639321,107.5863388,True,True,True,True,5
2023-04-07 16:24:44,Nhà mặt phố,6.1,100.0,"Từ Sơn, Bắc Ninh",Từ Sơn,Bắc Ninh,,,0.6,,,,3.0,,65,21.113309,105.9568611,True,False,True,False,3
2023-04-07 16:27:12,Nhà riêng,5.7,46.0,"Cầu Giấy, Hà Nội",Cầu Giấy,Hà Nội,4.0,3.0,5.7,,,,4.0,,65,21.02916475,105.80343767219593,True,True,True,True,5
2023-04-07 19:21:32,Nhà riêng,8.8,197.0,"Nguyễn Văn Khối, phường 11, quận Gò Vấp, tp.HCM, TP Hồ Chí Minh",Gò Vấp,TP Hồ Chí Minh,9.0,9.0,8.8,8.8,,,3.0,,65,10.842117,106.6598368,False,False,True,False,1
2023-04-07 19:23:54,Nhà riêng,9.3,70.0,"Quang Trung, Gò Vấp, TP Hồ Chí Minh",Gò Vấp,TP Hồ Chí Minh,4.0,6.0,9.3,,6.0,4.0,4.0,4.0,65,10.8419232,106.6436252,False,False,True,False,1
2023-04-07 20:33:59,Nhà riêng,3.0,60.0,"Liên Chiểu, Đà Nẵng",Liên Chiểu,Đà Nẵng,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,65,16.12039865,108.11323928681657,False,False,False,False,0
2023-04-07 20:47:28,Nhà riêng,5.5,55.0,"Thành  phố Hồ Chí Minh, Quận 9, TP Hồ Chí Minh",Quận 9,TP Hồ Chí Minh,,,5.5,5.5,,,4.0,4.0,65,10.7704304,106.650936,False,False,True,False,1
2023-04-07 22:22:57,Nhà riêng,5.6,34.0,"Tây Hồ, Hà Nội",Tây Hồ,Hà Nội,3.0,4.0,5.6,5.6,,,5.0,5.0,65,21.0684153,105.82394208853756,True,True,True,True,5
2023-04-08 04:48:04,Nhà riêng,9.2,,"Quận 8, TP Hồ Chí Minh",Quận 8,TP Hồ Chí Minh,4.0,,9.2,9.2,,4.0,3.0,3.0,65,10.7220335,106.62949387003158,False,False,True,False,1
2023-04-08 06:55:20,Nhà riêng,6.2,50.0,"Long Biên, Hà Nội",Long Biên,Hà Nội,4.0,4.0,6.2,6.2,,,5.0,5.0,65,21.0257066,105.8921527,False,True,True,False,2
2023-04-08 07:33:05,Nhà riêng,6.5,68.0,"Quang Trung, Gò Vấp, TP Hồ Chí Minh",Gò Vấp,TP Hồ Chí Minh,4.0,5.0,6.5,,5.0,4.0,3.0,3.0,65,10.8419232,106.6436252,False,False,True,False,1
2023-04-08 08:51:25,Nhà riêng,8.3,73.5,"Đường Lê Văn Chí, Phường Linh Trung, Quận Thủ Đức, TP HCM, TP Hồ Chí Minh",Thủ Đức,TP Hồ Chí Minh,4.0,5.0,8.3,8.3,5.0,4.0,4.0,4.0,64,10.8298295,106.7617899,False,False,False,False,0
2023-04-08 09:31:33,Nhà riêng,6.3,52.0,"Hoàng Mai, Hà Nội",Hoàng Mai,Hà Nội,,,6.3,6.3,,,,,64,20.9755354,105.85744654567378,False,True,True,True,3
2023-04-08 09:40:30,Nhà riêng,3.9,53.0,"Quang Trung, Gò Vấp, TP Hồ Chí Minh",Gò Vấp,TP Hồ Chí Minh,2.0,2.0,3.9,,2.0,2.0,2.0,2.0,64,10.8440568,106.6403038,False,False,True,False,1
2023-04-08 09:43:08,Nhà mặt phố,19000.0,98.0,Ngô Xuân Quảng - TT Trâu Quỳ - Gia Lâm - Hà Nội,Gia Lâm,Hà Nội,,,19.0,19.0,,,6.0,6.0,64,21.009265,105.9363514,True,True,True,True,5
2023-04-08 10:06:16,Nhà riêng,5.66,37.0,"Hà Đông, Hà Nội",Hà Đông,Hà Nội,3.0,3.0,5.66,5.66,,,4.0,,64,20.9702189,105.7749566,True,True,True,True,5
2023-04-08 10:06:16,Nhà riêng,5.66,37.0,"Hà Đông, Hà Nội",Hà Đông,Hà Nội,3.0,3.0,5.66,5.66,,,4.0,,64,20.9702189,105.7749566,True,True,True,True,5
2023-04-08 10:29:27,Nhà riêng,6.0,56.0,"Gò Vấp, TP Hồ Chí Minh",Gò Vấp,TP Hồ Chí Minh,7.0,7.0,6.4,0.035,7.0,7.0,5.0,5.0,64,10.8440568,106.6403038,False,False,True,False,1
2023-04-08 10:49:26,Nhà riêng,0.52,85.0,"Hóc Môn, TP Hồ Chí Minh",Hóc Môn,TP Hồ Chí Minh,3.0,2.0,0.52,0.52,2.0,3.0,,,64,10.878345,106.57635314823771,False,False,True,False,1
2023-04-08 10:56:22,Nhà riêng,3.9,87.0,"Biên Hòa, Đồng Nai",Biên Hòa,Đồng Nai,3.0,2.0,3.9,3.9,,3.0,3.0,,64,10.9509538,106.8226134,True,False,True,True,4
2023-04-08 11:01:47,Nhà riêng,3.3,40.0,"Tân Bình, TP Hồ Chí Minh",Tân Bình,TP Hồ Chí Minh,3.0,3.0,3.3,3.3,,,,,64,10.7976722,106.66523106900442,False,False,False,False,0
2023-04-08 11:08:05,Nhà riêng,12.9,95.0,"Phú Nhuận, TP Hồ Chí Minh",Phú Nhuận,TP Hồ Chí Minh,5.0,5.0,12.9,12.9,5.0,5.0,6.0,6.0,64,10.8010732,106.6798916250364,False,True,True,True,3
2023-04-06 11:59:47,Nhà riêng,7.0,40.0,"Hoàng Mai, Hà Nội",Hoàng Mai,Hà Nội,3.0,4.0,7.0,7.0,,3.0,5.0,,66,20.9755354,105.85744654567378,False,True,True,True,3
2023-04-06 12:37:17,Nhà riêng,26.0,210.0,"Đường Độc Lập, Phường Bình Thọ, Tp Thủ Đức, TP. HCM, TP Hồ Chí Minh",Thủ Đức,TP Hồ Chí Minh,,,26.0,26.0,,,2.0,2.0,66,10.8429778,106.7661007,False,False,True,False,1
2023-04-06 12:42:45,Nhà riêng,18.5,200.0,"Thành  phố Hồ Chí Minh, Thủ Đức, TP Hồ Chí Minh",Thủ Đức,TP Hồ Chí Minh,,,18.5,18.5,,,3.0,3.0,66,10.8311346,106.7715507,False,False,False,False,0
2023-04-06 12:44:46,Nhà riêng,45.5,372.0,"Thành  phố Hồ Chí Minh, Thủ Đức, TP Hồ Chí Minh",Thủ Đức,TP Hồ Chí Minh,5.0,,0.12,0.12,,5.0,3.0,3.0,66,10.8311346,106.7715507,False,False,False,False,0
2023-04-06 12:47:20,Nhà riêng,3.8,54.0,"Bình Tân, TP Hồ Chí Minh",Bình Tân,TP Hồ Chí Minh,3.0,2.0,3.8,3.8,,3.0,2.0,2.0,66,10.8030656,106.65227606400094,False,False,True,False,1
